GEOID,community_louvain,community_leiden,median_household_income,median_housing_value,median_age,pct_unemployed,pct_transit,pct_bachelors,pct_white,pct_black,pct_hispanic
170318340001,11,4,38318,-666666666,29.3,0.26942567567567566,0.27167630057803466,0.1350034794711204,0.0,0.9108678655199375,0.0
170318343002,7,1,19574,164800,59.7,0.2540192926045016,0.5603448275862069,0.029342723004694836,0.0,0.920284135753749,0.03867403314917127
170316812003,12,1,15706,98400,40.4,0.1597222222222222,0.17768595041322313,0.058394160583941604,0.09234507897934387,0.7484811664641555,0.0
170316809001,11,4,10541,-666666666,59.1,0.39420289855072466,0.24880382775119617,0.05910735826296743,0.0,1.0,0.0
170316903002,10,11,-666666666,-666666666,47.3,0.08516886930983847,0.2934027777777778,0.13392070484581498,0.05199306759098787,0.9231658001155402,0.01848642403235124
170316813001,3,4,19205,-666666666,57.3,0.0622568093385214,0.4854771784232365,0.10922330097087378,0.0,1.0,0.0
170317101001,12,8,23500,138700,33.3,0.2993492407809111,0.12693498452012383,0.11982248520710059,0.0,0.9074074074074074,0.0847953216374269
170316814003,3,4,38487,-666666666,29.9,0.07449856733524356,0.1238390092879257,0.12572533849129594,0.0,0.869815668202765,0.09331797235023041
170316905001,12,8,56203,186000,45.6,0.2675736961451247,0.11326860841423948,0.012195121951219513,0.0,1.0,0.0
170316912002,2,6,35678,150000,45.0,0.0,0.08766233766233766,0.07142857142857142,0.0,1.0,0.0
170318343006,2,6,51763,190700,43.2,0.0,0.17057569296375266,0.4269005847953216,0.0,0.8456486042692939,0.0
170318339001,11,4,49000,-666666666,20.0,0.21428571428571427,0.21975806451612903,0.11412268188302425,0.0088339222614841,0.4452296819787986,0.5347467608951708
170318339002,1,9,37386,155500,44.5,0.2863741339491917,0.15857605177993528,0.13578500707213578,0.026052104208416832,0.5140280561122245,0.42384769539078154
170318340002,7,1,52188,163000,39.4,0.1855072463768116,0.42745098039215684,0.08906882591093117,0.0,1.0,0.0
170314909022,2,6,44706,144100,65.8,0.04040404040404041,0.15263157894736842,0.10689655172413794,0.0,0.9787910922587487,0.0
170313515002,3,4,80227,-666666666,27.6,0.16022099447513813,0.35827664399092973,0.20892494929006086,0.14102564102564102,0.6305361305361306,0.08857808857808858
170316913001,1,9,43542,153900,54.0,0.2669404517453799,0.29971988795518206,0.15531062124248496,0.0,0.9686360320933625,0.025528811086797956
170317001002,8,5,-666666666,198000,32.3,0.023064250411861616,0.11627906976744186,0.07126696832579185,0.00726552179656539,0.5250990752972259,0.37780713342140027
170317002003,9,0,80341,215800,36.8,0.07834101382488479,0.09705372616984402,0.1101123595505618,0.09806629834254144,0.19820441988950277,0.7037292817679558
170317004023,2,6,106927,273900,45.5,0.03553299492385787,0.2657894736842105,0.20137299771167047,0.0389908256880734,0.8761467889908257,0.08180428134556575
170317005022,2,6,77273,213500,39.8,0.04382826475849732,0.01744186046511628,0.20070671378091873,0.0436397400185701,0.7609099350046425,0.1764159702878366
170317005021,12,1,95599,266300,53.2,0.18312387791741472,0.15419501133786848,0.0812603648424544,0.045272969374167776,0.9267643142476698,0.017976031957390146
170318352001,5,2,79875,257500,37.3,0.07674418604651163,0.1650485436893204,0.12655086848635236,0.15289982425307558,0.07820738137082602,0.7368189806678384
170318399002,0,7,111696,394200,36.5,0.024500907441016333,0.21550094517958412,0.24641350210970464,0.504778972520908,0.02090800477897252,0.3363201911589008
170318397002,4,3,85294,258800,31.5,0.044654939106901215,0.10403726708074534,0.3322615219721329,0.2714859437751004,0.0819277108433735,0.40642570281124496
170318426001,4,3,79583,385200,38.8,0.062264150943396226,0.1013215859030837,0.29404145077720206,0.19377431906614787,0.1828793774319066,0.3167315175097276
170318426004,4,3,120588,295500,42.8,0.026685393258426966,0.07535321821036106,0.1403118040089087,0.6986183074265976,0.045768566493955096,0.19343696027633853
170318438002,3,4,30525,-666666666,63.4,0.0,0.16666666666666666,0.03597122302158273,0.028680688336520075,0.8355640535372849,0.0841300191204589
170318351001,5,2,55135,162500,33.2,0.0,0.14713216957605985,0.0,0.059782608695652176,0.14673913043478262,0.7663043478260869
170318350001,9,0,23075,91600,30.4,0.351010101010101,0.058365758754863814,0.05289672544080604,0.0,0.31127272727272726,0.6887272727272727
170315603001,9,0,42383,238300,36.3,0.05114401076716016,0.09645390070921986,0.13452027695351138,0.17479925880172947,0.07782581840642372,0.7158739962940086
170316603011,9,0,24628,153500,29.6,0.28761061946902655,0.2422360248447205,0.07565470417070805,0.019307211811470756,0.29131175468483816,0.6893810335036911
170316711001,1,9,15159,107800,45.4,0.3706896551724138,0.3013698630136986,0.04234527687296417,0.0,1.0,0.0
170316911004,2,6,58438,317800,43.5,0.02631578947368421,0.1167192429022082,0.1769436997319035,0.0,1.0,0.0
170314109001,0,7,63844,351600,34.3,0.01808785529715762,0.5578947368421052,0.081419624217119,0.5223642172523961,0.2539936102236422,0.05591054313099041
170316115001,5,2,40423,173900,36.2,0.16666666666666666,0.31203931203931207,0.0,0.0,0.11341222879684418,0.8865877712031558
170318233046,9,0,58929,174800,38.0,0.056016597510373446,0.03736263736263736,0.054901960784313725,0.26146788990825687,0.27370030581039756,0.4327217125382263
170318401002,4,3,73533,454500,39.9,0.04081632653061224,0.125,0.18060695780903036,0.30039084310441094,0.009491903964265773,0.05862646566164154
170316604002,9,0,29408,205500,42.2,0.22815533980582525,0.2169811320754717,0.05319148936170213,0.06555772994129158,0.08904109589041095,0.8454011741682974
170316203006,5,2,47696,196000,39.4,0.12368421052631579,0.22150882825040127,0.03006872852233677,0.15347432024169183,0.022356495468277945,0.8241691842900302
170316009004,6,10,-666666666,356200,37.3,0.10982048574445617,0.11150652431791222,0.12533333333333332,0.096569250317662,0.10165184243964422,0.32655654383735705
170315808001,5,2,63333,223700,32.5,0.09507640067911714,0.16699604743083005,0.09948792977322604,0.006202290076335878,0.0,0.9604007633587787
170316203002,9,0,134297,250200,26.1,0.05722460658082976,0.09204368174726989,0.047879616963064295,0.06631499623210249,0.0,0.9336850037678975
170318436001,2,6,57292,341500,32.6,0.05012744265080714,0.1565059144676979,0.3065040650406504,0.06983744732089103,0.8657435279951836,0.027694160144491272
170314603024,8,5,-666666666,147800,24.7,0.48299319727891155,0.125,0.11824324324324324,0.0136,0.7472,0.0128
