index,median_household_income,edu_bachelors,edu_total_over_25,race_white,race_black,race_hispanic,total_population,median_age,median_gross_rent,lang_total,emp_unemployed,emp_labor_force,commute_total,commute_public_transit,poverty_count,poverty_universe,median_housing_value,GEOID
"Block Group 3, Census Tract 6503.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:650301> block group:3",38945,89,622,120,56,798,974,37.4,922,900,26,417,382,146,,,198100,170316503013
"Block Group 1, Census Tract 5305.03, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:530503> block group:1",34875,78,877,9,1207,42,1392,37.8,963,1344,198,783,585,100,,,117200,170315305031
"Block Group 4, Census Tract 5305.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:530501> block group:4",58426,115,852,64,995,36,1159,37.0,1054,1159,33,593,522,40,,,146400,170315305014
"Block Group 3, Census Tract 7608.03, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:760803> block group:3",37500,196,1123,919,36,18,1186,48.9,1097,1167,18,826,808,104,,,153600,170317608033
"Block Group 1, Census Tract 4406, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:440600> block group:1",69211,129,599,0,773,9,782,51.8,2090,741,50,425,375,27,,,169500,170314406001
"Block Group 1, Census Tract 4606, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:460600> block group:1",40110,103,819,4,876,313,1200,36.7,840,1124,133,521,373,115,,,116700,170314606001
"Block Group 3, Census Tract 6713, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:671300> block group:3",19519,0,385,0,400,119,519,42.0,589,491,98,182,84,35,,,-666666666,170316713003
"Block Group 1, Census Tract 8253.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:825302> block group:1",67235,302,1516,1397,165,268,2107,43.8,842,2020,127,1128,1001,173,,,243400,170318253021
"Block Group 4, Census Tract 8265, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:826500> block group:4",50357,128,953,17,1221,60,1298,50.3,-666666666,1288,41,602,561,98,,,99800,170318265004
"Block Group 2, Census Tract 8267, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:826700> block group:2",42801,57,1005,51,1542,106,1699,36.4,941,1468,179,739,560,229,,,77700,170318267002
"Block Group 3, Census Tract 8267, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:826700> block group:3",63646,66,692,10,962,0,972,47.1,1297,940,199,538,339,75,,,66300,170318267003
"Block Group 3, Census Tract 8271, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:827100> block group:3",20208,45,589,0,762,160,937,30.6,820,878,35,453,418,75,,,73000,170318271003
"Block Group 4, Census Tract 8235, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:823500> block group:4",85375,94,353,387,42,27,456,41.5,779,420,9,239,230,44,,,190100,170318235004
"Block Group 1, Census Tract 8215, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:821500> block group:1",26815,60,1090,56,1662,23,1792,33.7,950,1733,118,767,625,97,,,85000,170318215001
"Block Group 2, Census Tract 8218, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:821800> block group:2",74826,116,586,471,193,217,893,36.8,1405,857,0,507,507,6,,,168200,170318218002
"Block Group 3, Census Tract 8218, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:821800> block group:3",78654,120,463,435,59,216,710,33.0,1349,653,41,413,372,77,,,178000,170318218003
"Block Group 1, Census Tract 8234, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:823400> block group:1",49706,33,708,177,0,1210,1387,25.2,1239,1148,16,601,585,0,,,106100,170318234001
"Block Group 2, Census Tract 8237.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:823702> block group:2",62532,220,1329,1499,136,190,2046,36.1,1077,1747,54,1044,977,65,,,247300,170318237022
"Block Group 3, Census Tract 8220, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:822000> block group:3",46029,38,622,577,23,81,731,52.8,421,719,50,411,338,20,,,102100,170318220003
"Block Group 1, Census Tract 3005, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:300500> block group:1",47708,51,502,36,155,578,769,34.9,795,704,22,363,314,59,,,168600,170313005001
"Block Group 2, Census Tract 3006, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:300600> block group:2",45694,94,791,75,5,1429,1517,27.4,872,1377,51,622,571,88,,,167600,170313006002
"Block Group 4, Census Tract 5303, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:530300> block group:4",49808,146,1282,0,1827,0,1880,46.1,979,1716,195,805,580,102,,,125200,170315303004
"Block Group 4, Census Tract 5609, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:560900> block group:4",96354,155,904,926,0,480,1406,39.0,-666666666,1284,19,691,619,91,,,249400,170315609004
"Block Group 2, Census Tract 8043.10, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:804310> block group:2",83276,490,1989,1393,16,1165,2858,37.1,1866,2723,39,1847,1775,48,,,189600,170318043102
"Block Group 2, Census Tract 2004.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:200402> block group:2",46935,91,941,20,0,1554,1719,33.5,902,1504,21,681,627,105,,,237000,170312004022
"Block Group 1, Census Tract 1913.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:191301> block group:1",40030,157,1185,32,29,1556,1798,38.1,958,1686,52,843,741,179,,,295100,170311913011
"Block Group 1, Census Tract 1906.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:190601> block group:1",38507,13,621,75,31,920,1026,35.9,1336,895,19,407,388,79,,,222100,170311906011
"Block Group 1, Census Tract 1913.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:191302> block group:1",43423,111,1488,119,16,2292,2427,34.3,1145,2372,38,1165,1111,123,,,239500,170311913021
"Block Group 3, Census Tract 1907.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:190702> block group:3",48917,81,1484,86,0,2545,2643,28.5,1248,2318,75,1192,1109,150,,,254700,170311907023
"Block Group 1, Census Tract 1904.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:190401> block group:1",70268,283,1101,584,0,762,1653,36.4,1255,1532,84,978,842,84,,,264100,170311904011
"Block Group 1, Census Tract 1906.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:190602> block group:1",73182,74,740,138,26,1073,1237,33.2,-666666666,1181,47,864,789,85,,,233700,170311906021
"Block Group 5, Census Tract 8036.11, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:803611> block group:5",75181,121,1190,316,243,1146,1797,35.5,1218,1692,0,1089,1089,6,,,131500,170318036115
"Block Group 2, Census Tract 8030.17, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:803017> block group:2",129471,768,1568,1592,0,13,1865,45.6,1433,1814,26,1293,1227,182,,,359100,170318030172
"Block Group 5, Census Tract 8255.03, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:825503> block group:5",82786,310,1228,206,1516,0,1839,39.3,-666666666,1839,112,812,700,61,,,173500,170318255035
"Block Group 1, Census Tract 4301.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:430102> block group:1",30545,259,1203,36,1216,13,1356,47.8,726,1274,110,858,748,350,,,236100,170314301021
"Block Group 2, Census Tract 814.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:081401> block group:2",93125,492,1064,983,21,52,1344,32.5,2088,1315,28,932,904,179,,,569800,170310814012
"Block Group 2, Census Tract 8303, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:830300> block group:2",13321,0,668,132,825,17,992,38.9,1251,992,78,342,264,0,,,131700,170318303002
"Block Group 3, Census Tract 6403, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:640300> block group:3",70496,80,536,372,0,510,882,37.0,-666666666,824,64,414,350,12,,,177300,170316403003
"Block Group 6, Census Tract 6403, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:640300> block group:6",55906,79,711,453,0,636,1089,30.7,1080,978,97,514,417,31,,,260600,170316403006
"Block Group 2, Census Tract 6812, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:681200> block group:2",21094,14,394,1,817,53,896,22.7,773,796,125,361,220,101,,,-666666666,170316812002
"Block Group 1, Census Tract 6812, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:681200> block group:1",16653,24,182,0,291,75,366,23.9,1000,331,44,132,88,44,,,-666666666,170316812001
"Block Group 1, Census Tract 7110, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:711000> block group:1",53831,24,307,0,307,0,307,57.8,691,307,26,179,153,11,,,153300,170317110001
"Block Group 1, Census Tract 8006, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:800600> block group:1",226250,318,729,1076,0,29,1128,51.8,-666666666,1104,29,413,384,112,,,1720700,170318006001
"Block Group 1, Census Tract 8043.05, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:804305> block group:1",77534,161,1270,714,44,1122,1901,40.2,-666666666,1806,29,1199,1157,37,,,172400,170318043051
"Block Group 1, Census Tract 6716, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:671600> block group:1",16402,5,556,96,553,0,670,43.6,783,596,156,254,98,33,,,-666666666,170316716001
"Block Group 3, Census Tract 6720, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:672000> block group:3",27917,18,648,29,1040,0,1069,41.0,1125,986,240,417,177,45,,,155900,170316720003
"Block Group 2, Census Tract 7107, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:710700> block group:2",28375,36,458,0,606,0,606,40.5,725,606,46,229,175,19,,,115600,170317107002
"Block Group 1, Census Tract 7107, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:710700> block group:1",13816,21,690,4,852,11,867,49.6,590,867,0,319,319,184,,,165300,170317107001
"Block Group 2, Census Tract 8302.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:830202> block group:2",75417,214,684,148,817,131,1113,39.0,1524,1062,106,600,494,100,,,79000,170318302022
"Block Group 1, Census Tract 8284.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:828402> block group:1",55536,92,827,329,454,302,1116,50.2,1024,1057,64,553,472,80,,,119200,170318284021
"Block Group 2, Census Tract 8286.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:828601> block group:2",81616,148,665,642,157,81,897,44.0,1484,833,0,473,463,38,,,165500,170318286012
"Block Group 3, Census Tract 8286.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:828601> block group:3",63971,36,355,296,246,50,613,32.6,1128,567,38,302,258,26,,,152100,170318286013
"Block Group 3, Census Tract 8300.03, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:830003> block group:3",116063,891,2773,214,3862,23,4150,45.1,-666666666,3973,354,2618,2264,311,,,219100,170318300033
"Block Group 2, Census Tract 301.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:030101> block group:2",50703,191,373,282,43,0,466,35.8,1104,466,10,330,320,254,,,119800,170310301012
"Block Group 3, Census Tract 8128.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:812802> block group:3",64722,279,880,644,225,67,1086,37.3,1020,1020,47,707,639,181,,,227900,170318128023
"Block Group 1, Census Tract 8123.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:812302> block group:1",180568,232,716,777,197,125,1169,37.0,1188,1087,39,620,581,183,,,479800,170318123021
"Block Group 1, Census Tract 7608.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:760801> block group:1",68992,1173,2200,1234,141,320,2884,31.9,1327,2433,160,1793,1481,504,,,253700,170317608011
"Block Group 2, Census Tract 102.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:010201> block group:2",39535,543,2750,1468,1180,896,3925,37.0,1152,3669,39,1691,1605,550,,,154600,170310102012
"Block Group 2, Census Tract 209.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:020901> block group:2",62961,183,621,277,213,271,978,32.9,1142,920,48,469,421,134,,,143600,170310209012
"Block Group 2, Census Tract 2521.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:252102> block group:2",-666666666,46,585,0,1147,0,1147,25.2,1349,1022,159,583,424,122,,,87700,170312521022
"Block Group 4, Census Tract 2522.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:252202> block group:4",25729,0,237,0,250,26,333,39.1,1104,317,0,42,42,0,,,-666666666,170312522024
"Block Group 5, Census Tract 2522.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:252202> block group:5",30907,67,792,0,1447,0,1447,35.1,1033,1280,215,697,482,229,,,109100,170312522025
"Block Group 4, Census Tract 8411, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:841100> block group:4",-666666666,124,1186,25,2,1,1478,47.6,-666666666,1417,23,529,506,101,,,582600,170318411004
"Block Group 1, Census Tract 8412, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:841200> block group:1",43917,145,727,237,0,830,1110,33.1,941,1074,32,674,642,266,,,-666666666,170318412001
"Block Group 2, Census Tract 8382, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:838200> block group:2",-666666666,56,156,279,241,110,750,19.5,1388,750,7,225,218,106,,,-666666666,170318382002
"Block Group 1, Census Tract 7702.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:770201> block group:1",99375,362,1152,1354,0,129,1621,39.7,2042,1546,30,1043,951,13,,,248100,170317702011
"Block Group 1, Census Tract 8413, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:841300> block group:1",54766,111,626,260,47,648,955,34.0,900,828,82,495,413,175,,,179800,170318413001
"Block Group 2, Census Tract 8206.05, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:820605> block group:2",49354,115,1154,934,108,342,1482,40.3,861,1410,51,800,738,26,,,222300,170318206052
"Block Group 3, Census Tract 8238.06, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:823806> block group:3",54291,61,539,528,89,68,703,48.2,967,695,0,453,453,40,,,193300,170318238063
"Block Group 1, Census Tract 8241.14, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:824114> block group:1",125152,890,2822,3036,213,134,3746,51.0,2826,3621,57,1977,1847,108,,,376100,170318241141
"Block Group 2, Census Tract 8241.16, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:824116> block group:2",51442,24,387,498,0,96,594,46.5,1621,572,18,223,205,0,,,269200,170318241162
"Block Group 1, Census Tract 206.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:020601> block group:1",50429,297,1116,1017,0,143,1485,52.2,1157,1377,75,687,597,82,,,368600,170310206011
"Block Group 4, Census Tract 714, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:071400> block group:4",134236,192,597,552,0,34,739,35.1,1695,712,7,547,531,276,,,439700,170310714004
"Block Group 6, Census Tract 715, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:071500> block group:6",121895,414,715,786,0,0,800,30.7,1977,768,11,607,596,243,,,345200,170310715006
