index,median_household_income,edu_bachelors,edu_total_over_25,race_white,race_black,race_hispanic,total_population,median_age,median_gross_rent,lang_total,emp_unemployed,emp_labor_force,commute_total,commute_public_transit,poverty_count,poverty_universe,median_housing_value,GEOID
"Block Group 2; Census Tract 8387; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:838700> block group:2",31953,56,683,35,989,396,1420,21.7,1280,1161,34,447,413,117,,,146500,170318387002
"Block Group 3; Census Tract 8387; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:838700> block group:3",-666666666,14,342,5,204,153,362,58.4,1157,362,29,129,100,0,,,187200,170318387003
"Block Group 4; Census Tract 8387; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:838700> block group:4",2499,0,400,188,475,30,693,29.5,677,673,34,138,104,0,,,-666666666,170318387004
"Block Group 1; Census Tract 8388; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:838800> block group:1",-666666666,12,363,0,245,246,491,39.7,840,463,0,234,234,75,,,-666666666,170318388001
"Block Group 2; Census Tract 8388; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:838800> block group:2",29051,201,1585,65,1770,879,2734,32.3,501,2582,180,1236,1056,267,,,132300,170318388002
"Block Group 1; Census Tract 8390; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839000> block group:1",130816,1136,2741,1604,349,465,3134,31.0,2234,3024,148,2680,2532,311,,,327800,170318390001
"Block Group 2; Census Tract 8390; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839000> block group:2",83250,1672,3886,3220,298,339,4757,30.9,2453,4757,481,3531,3032,848,,,464400,170318390002
"Block Group 3; Census Tract 8390; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839000> block group:3",-666666666,283,865,328,138,0,894,64.5,1375,894,122,406,284,134,,,412800,170318390003
"Block Group 4; Census Tract 8390; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839000> block group:4",103259,112,926,1018,137,183,1405,30.2,2084,1365,67,1035,960,255,,,314800,170318390004
"Block Group 1; Census Tract 8391; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839100> block group:1",119928,1872,4065,2237,365,484,5243,29.7,2399,5118,165,4476,4269,302,,,273300,170318391001
"Block Group 2; Census Tract 8391; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839100> block group:2",126607,413,2201,1210,516,699,2984,32.3,2295,2846,94,1727,1633,497,,,410100,170318391002
"Block Group 1; Census Tract 8392; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839200> block group:1",50224,232,935,247,525,40,1215,40.3,1118,1200,75,894,819,179,,,162200,170318392001
"Block Group 2; Census Tract 8392; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839200> block group:2",28558,285,989,132,812,0,1160,49.3,881,1141,108,523,379,89,,,155900,170318392002
"Block Group 1; Census Tract 8395; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839500> block group:1",-666666666,318,1298,225,952,345,1804,42.4,301,1678,59,787,692,136,,,468300,170318395001
"Block Group 1; Census Tract 8396; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839600> block group:1",35642,88,737,39,770,30,839,67.6,978,750,29,315,224,101,,,249000,170318396001
"Block Group 2; Census Tract 8396; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839600> block group:2",95373,157,613,119,909,84,1126,31.9,-666666666,1101,52,586,534,32,,,351400,170318396002
"Block Group 1; Census Tract 8397; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839700> block group:1",84640,314,1177,492,0,674,1815,34.0,1125,1624,35,967,932,66,,,536300,170318397001
"Block Group 2; Census Tract 8397; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839700> block group:2",85294,310,933,338,102,506,1245,31.5,1377,1218,33,739,644,67,,,258800,170318397002
"Block Group 3; Census Tract 8397; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839700> block group:3",78500,576,1380,841,68,381,1693,33.6,1230,1587,11,1092,1071,254,,,317000,170318397003
"Block Group 1; Census Tract 8398; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839800> block group:1",-666666666,99,342,199,62,78,466,33.4,1083,466,36,333,297,85,,,-666666666,170318398001
"Block Group 2; Census Tract 8398; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839800> block group:2",75800,236,1022,524,2,137,1283,35.2,1360,1232,82,913,831,106,,,519000,170318398002
"Block Group 3; Census Tract 8398; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839800> block group:3",88889,130,707,535,55,196,913,35.0,1340,816,0,524,502,109,,,609800,170318398003
"Block Group 1; Census Tract 8399; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839900> block group:1",87181,253,689,478,0,265,820,38.0,1436,795,18,524,506,54,,,578500,170318399001
"Block Group 2; Census Tract 8399; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839900> block group:2",111696,292,1185,845,35,563,1674,36.5,1693,1500,27,1102,1058,228,,,394200,170318399002
"Block Group 3; Census Tract 8399; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839900> block group:3",87439,152,686,391,46,289,832,43.9,1198,832,69,518,407,39,,,372600,170318399003
"Block Group 4; Census Tract 8399; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839900> block group:4",67155,191,639,278,0,347,698,35.9,1122,698,0,565,565,176,,,408600,170318399004
"Block Group 5; Census Tract 8399; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:839900> block group:5",67730,86,420,358,0,156,534,35.7,1600,489,18,304,286,30,,,245800,170318399005
"Block Group 1; Census Tract 8400; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:840000> block group:1",119219,262,1117,538,0,290,1424,43.1,1567,1356,147,851,674,134,,,439000,170318400001
"Block Group 2; Census Tract 8400; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:840000> block group:2",81250,209,890,454,25,147,1227,42.6,1215,1176,59,668,603,115,,,574100,170318400002
"Block Group 1; Census Tract 8401; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:840100> block group:1",64000,136,899,239,3,91,1089,46.5,1091,1081,123,603,455,59,,,318100,170318401001
"Block Group 2; Census Tract 8401; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:840100> block group:2",73533,244,1351,538,17,105,1791,39.9,1113,1669,40,980,936,117,,,454500,170318401002
"Block Group 1; Census Tract 8402; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:840200> block group:1",41359,199,1580,435,8,407,2198,41.4,1071,2145,43,947,890,206,,,325900,170318402001
"Block Group 1; Census Tract 8403; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:840300> block group:1",-666666666,142,488,140,57,324,717,40.2,1602,666,90,457,367,66,,,282000,170318403001
"Block Group 2; Census Tract 8403; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:840300> block group:2",71964,116,615,133,0,434,938,32.8,1221,912,28,421,393,57,,,314700,170318403002
"Block Group 3; Census Tract 8403; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:840300> block group:3",66875,186,1281,255,13,1343,1991,34.8,1627,1861,159,1095,936,328,,,266400,170318403003
"Block Group 1; Census Tract 8404; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:840400> block group:1",71496,186,1307,168,0,323,1584,52.4,-666666666,1532,19,1088,1069,201,,,360500,170318404001
"Block Group 2; Census Tract 8404; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:840400> block group:2",74107,175,1371,80,0,929,1850,40.3,1417,1757,101,1020,891,269,,,286700,170318404002
"Block Group 1; Census Tract 8407; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:840700> block group:1",52063,158,507,104,0,781,885,27.9,1165,794,14,515,456,63,,,276100,170318407001
"Block Group 2; Census Tract 8407; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:840700> block group:2",85962,80,563,62,0,568,733,42.4,1236,733,0,410,410,64,,,262700,170318407002
"Block Group 3; Census Tract 8407; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:840700> block group:3",116098,533,1829,487,147,1621,2312,38.5,1266,2312,110,1657,1528,610,,,172200,170318407003
"Block Group 1; Census Tract 8408; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:840800> block group:1",30991,177,1114,37,50,1514,1601,42.1,984,1520,97,855,758,122,,,227600,170318408001
"Block Group 2; Census Tract 8408; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:840800> block group:2",56521,130,697,0,2,1655,1657,20.1,965,1396,44,629,573,34,,,239700,170318408002
"Block Group 1; Census Tract 8410; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:841000> block group:1",103750,331,972,338,398,69,1148,41.2,1083,1117,4,718,708,121,,,444400,170318410001
"Block Group 1; Census Tract 8411; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:841100> block group:1",-666666666,168,1538,115,41,41,1918,52.7,-666666666,1857,95,917,796,90,,,386200,170318411001
"Block Group 2; Census Tract 8411; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:841100> block group:2",88162,253,1142,183,27,0,1537,44.6,825,1537,123,1009,854,279,,,310200,170318411002
"Block Group 3; Census Tract 8411; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:841100> block group:3",87212,359,1495,364,104,52,2267,37.3,1724,2147,0,1206,1182,204,,,328300,170318411003
"Block Group 4; Census Tract 8411; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:841100> block group:4",16561,102,1139,99,73,1,1268,66.1,323,1147,1,333,332,75,,,667300,170318411004
"Block Group 1; Census Tract 8412; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:841200> block group:1",-666666666,50,700,222,0,825,1064,38.9,1007,1006,51,417,329,92,,,-666666666,170318412001
"Block Group 2; Census Tract 8412; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:841200> block group:2",64412,267,852,342,55,645,1106,34.4,1164,1003,29,607,547,166,,,288100,170318412002
"Block Group 3; Census Tract 8412; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:841200> block group:3",63922,128,1467,167,26,2021,2244,28.8,1126,2138,105,1269,1124,215,,,277500,170318412003
"Block Group 1; Census Tract 8413; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:841300> block group:1",95706,201,778,156,128,829,1113,31.3,1247,1056,70,788,718,232,,,-666666666,170318413001
"Block Group 2; Census Tract 8413; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:841300> block group:2",60408,407,1422,221,47,1434,1776,32.8,1316,1776,89,1152,1063,226,,,351800,170318413002
"Block Group 3; Census Tract 8413; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:841300> block group:3",105469,189,729,246,31,553,953,34.0,1250,897,2,707,684,111,,,319700,170318413003
"Block Group 4; Census Tract 8413; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:841300> block group:4",-666666666,44,337,63,0,300,475,49.1,1173,459,33,141,108,0,,,288700,170318413004
"Block Group 1; Census Tract 8415; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:841500> block group:1",32167,66,632,30,1159,0,1189,30.1,1070,1039,96,353,257,47,,,155700,170318415001
"Block Group 2; Census Tract 8415; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:841500> block group:2",25650,72,507,53,585,77,720,40.2,1223,720,51,375,324,78,,,177000,170318415002
"Block Group 1; Census Tract 8417; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:841700> block group:1",24663,131,882,117,356,615,1137,43.3,799,1117,64,550,486,131,,,117100,170318417001
"Block Group 1; Census Tract 8418; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:841800> block group:1",41978,40,392,3,266,295,605,31.9,-666666666,446,57,311,254,69,,,172200,170318418001
"Block Group 2; Census Tract 8418; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:841800> block group:2",47353,220,1079,38,1641,29,1725,34.1,997,1620,184,755,553,169,,,166600,170318418002
"Block Group 1; Census Tract 8419; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:841900> block group:1",136172,511,1164,1366,193,331,2547,22.6,2185,2505,171,1409,1198,100,,,403000,170318419001
"Block Group 2; Census Tract 8419; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:841900> block group:2",130969,350,1961,1492,697,387,3436,29.2,2052,3330,251,1656,1296,188,,,378400,170318419002
"Block Group 1; Census Tract 8420; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:842000> block group:1",104813,102,779,70,707,66,1048,53.7,1948,918,20,351,294,61,,,362100,170318420001
"Block Group 2; Census Tract 8420; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:842000> block group:2",147625,176,573,816,317,167,1746,21.7,1813,1744,119,568,438,55,,,334100,170318420002
"Block Group 1; Census Tract 8421; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:842100> block group:1",47174,0,684,4,944,682,1631,21.9,1268,1509,92,794,702,130,,,224200,170318421001
"Block Group 2; Census Tract 8421; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:842100> block group:2",-666666666,0,715,14,387,613,1014,38.4,1099,914,13,437,424,160,,,231400,170318421002
"Block Group 3; Census Tract 8421; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:842100> block group:3",90933,0,541,0,397,449,846,43.5,-666666666,846,69,441,372,75,,,223300,170318421003
"Block Group 4; Census Tract 8421; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:842100> block group:4",-666666666,113,847,22,597,637,1276,29.4,1252,1174,22,776,754,226,,,145700,170318421004
"Block Group 5; Census Tract 8421; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:842100> block group:5",-666666666,38,793,214,779,121,1329,31.5,-666666666,1329,207,715,508,201,,,-666666666,170318421005
"Block Group 6; Census Tract 8421; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:842100> block group:6",44327,0,777,0,265,749,1014,41.6,685,917,53,651,528,91,,,226500,170318421006
"Block Group 1; Census Tract 8422; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:842200> block group:1",102036,1450,3124,2565,286,170,3602,34.5,2471,3556,58,2792,2718,651,,,528900,170318422001
"Block Group 1; Census Tract 8423; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:842300> block group:1",107262,418,1260,889,260,186,1463,31.3,2054,1400,40,1075,1028,280,,,631600,170318423001
"Block Group 2; Census Tract 8423; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:842300> block group:2",171886,1183,1908,1521,265,80,2209,34.9,2353,2068,142,1624,1465,261,,,600000,170318423002
"Block Group 1; Census Tract 8424; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:842400> block group:1",34531,54,476,37,553,33,623,38.9,891,623,18,462,444,185,,,-666666666,170318424001
